Project name,Developer,Status,Operating year,Power capacity (MW),Building square footage,Land acres,CapEx,County,State,Latitude,Longitude,Source 1,Source 2,Source 3,Key community benefits,Permanent jobs predicted,Temporary construction jobs predicted,Local hire commitment,Workforce programs,Infrastructure commitments,Community opposition,Formal CBA?,Sources for community benefits,Est. power capacity (MW),Power capacity note,Last audited
Skybox Chicago,Skybox,Operational,2022,30,189000,10,,Cook,IL,41.9859219,-87.98178489999998,https://www.skyboxdatacenters.com/locations/skybox-chicago,,,Part of ComEd initiative bringing 6 data centers and $2B+ investment to northern Illinois; Mayor Craig Johnson welcomed as 'significant investment for regional high-tech development'; retrofit of existing Prologis warehouse (brownfield),"Operations staff for 30MW, 190,000 SF facility",Hundreds of construction jobs across ComEd's 6 data center projects,Not specified,"Skybox benefits include bonus program, 401k Safe Harbor with company match, medical/dental/vision, disability and life insurance, paid parental leave, PTO",ComEd invested in new Itasca substation; supports Elk Grove Tech Park and Western O'Hare industrial corridor; access to renewable energy programs via ComEd,None reported,No,https://www.businesswire.com/news/home/20220112005169/en/ComEd-Skybox-Datacenters-Announce-Completion-of-Latest-Data-Center-in-Northern-Illinois ; https://skyboxdatacenters.com/news/skybox-chicago-i-provides-optimal-tax-incentives,,,
Skybox Austin Data Center 1,Skybox,Operational,2024,30,141000,25,,Travis,TX,30.48189219,-97.62304114,https://skyboxdatacenters.com/locations/austin-i,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022026608,,Pflugerville CDC grant up to $1.5M over 10 years to support job creation; sustainable and adaptable turnkey solutions; supports Austin's 'Silicon Hills' tech hub emergence,10 full-time high-paying permanent jobs upon completion,200-300 construction jobs in first phase,Not specified,"Skybox benefits include bonus program, 401k Safe Harbor, medical/dental/vision, disability/life insurance, paid parental leave, PTO; area has 28 nearby universities/colleges","Prologis partnership; located near Oracle, Tesla, Digital Realty headquarters; diverse connectivity options",None reported,No,https://skyboxdatacenters.com/news/skybox-prologis-plan-new-data-center-campus-in-austin ; https://www.commercialsearch.com/news/prologis-skybox-austin-datacenter-548m/,,,
Forest City Data Center,Meta,Operational,2012,30,500000,160,750000000,Rutherford,NC,35.316711,-81.82688299999998,https://datacenters.atmeta.com/us-locations/,https://www.datacenterfrontier.com/cloud/article/11430898/facebook-building-even-bigger-data-center-campuses,,$1.5M+ in grants to Rutherford County schools and nonprofits since 2011; $780K COVID-19 relief grants 2020; $200K small business assistance fund; 73% employees are local residents; one of most energy-efficient data centers in world,"275 staff and contractors; for every 10 Facebook jobs, 14 additional jobs supported statewide",Not specified for current operations; original construction employed 250+ workers,73% of employees are Crook County residents; workers transitioned from forest products industry,Community Action grants supporting education and local organizations; partnership with local schools; workforce transition support from timber industry,Franchise fees to city grew from $300K to $3M annually; new school and hospital built; efficient water usage (28 gal/min vs 60-173 for other industrial users),None reported,No,https://www.datacenterknowledge.com/hyperscalers/study-facebook-data-center-in-north-carolina-has-massive-economic-impact ; https://businessnc.com/facebook-likes-forest-city/,,,
COL1 and COL2,Cologix,Operational,,30,44000,9,,Franklin,OH,40.1160187,-83.0021665,https://cologix.com/data-centers/columbus/col1/,,,EPA ENERGY STAR certified facilities; Columbus Mayor Andrew Ginther welcomed expansion for workforce and economic benefits; host to 911 infrastructure for Columbus and surrounding counties,Jobs in construction and high-tech positions; part of Ohio tech boom tripling data center growth since 2011,Not specified,Not specified,Cologix careers emphasizing culture and inclusion; leadership team 50% women; variety of remote and in-person positions across 12 markets,Connected to Columbus FiberNet reaching all 88 Ohio counties; 150-seat emergency workspace; LEED principles; EV charging stations; renewable energy options,None reported,No,https://cologix.com/data-centers/columbus/col1/ ; https://www.datacenterfrontier.com/site-selection/article/55042304/cologix-expands-central-ohio-footprint-with-completion-of-ai-ready-data-center-in-columbus,,,
Prineville Data Center,Meta,Operational,2011,30,2150000,240,2000000000,Crook,OR,44.300978,-120.890907,https://datacenters.atmeta.com/us-locations/,https://www.pase.com/projects/facebook-prineville/,https://www.datacenterfrontier.com/cloud/article/11430439/facebook-unveils-major-data-center-campus-expansion-in-prineville,"$250K workforce development grants 2022 for East Cascades Works, Crook County Schools, Confederated Tribes of Warm Springs, Youth CareerConnect; $1.5M+ total community grants; raised county wages from bottom to top 10 in state",300 permanent staff when expansion complete; 73% are Crook County residents; 10 Facebook jobs create 14 additional jobs statewide,Not specified for current operations,73% local hiring; workers transitioned from forest products industry to tech,STEM/CTE programs; Future Ready Oregon support; partnerships with Confederated Tribes of Warm Springs; Youth CareerConnect internship program,New school and hospital built; wetland project; aquifer storage and recharge system; Barnes Butte park purchased,Some housing cost concerns noted but no organized opposition,No,https://edcoinfo.com/meta-champions-workforce-development-in-central-oregon-with-250000-grants/ ; https://www.bendsource.com/news/facebook-data-center-expansion-keeping-it-local-7707574/,,,
Blueprint Projects: Taylor City,Blueprint Projects,Planned,2027,30,135000,52,360000000,Williamson,TX,30.56722875,-97.38824563,https://www.datacenterdynamics.com/en/news/blueprint-projects-gets-greenlight-for-data-center-in-taylor-texas/,,,$25-35M in tax revenue for city over 10 years; $20-25M for Taylor ISD; partnership with Texas Workforce Commission seeking minority and local applicants; closed-loop cooling system,Minimum 5 permanent jobs required,Construction jobs during $1B build-out,Company committed to work with local employment agency; hold job fairs; seek minority and local applicants,Partner with Texas Workforce Commission; join Greater Taylor Chamber of Commerce,"Minimal strain on water/sewer; can reduce property taxes; invest in streets, sidewalks, parks",SIGNIFICANT OPPOSITION: Residents organized protests; lawsuit filed alleging land was designated for parkland per 1999 deed; neighborhood concerns about proximity; community meetings and City Council testimony opposing project,No,https://www.taylortx.gov/1293/Blueprint-Projects-Data-Center ; https://san.com/cc/a-data-center-is-moving-into-a-small-town-residents-say-it-will-ruin-their-history/,,,
Iron Mountain NJE-1,Iron Mountain,Operational,,30,830000,43,,Middlesex,NJ,40.52064192,-74.34709152,https://edge.sitecorecloud.io/ironmountain-c8dd68e9/media/project/iron-mountain/iron-mountain/files/services/imdc/locations/data-center-new-jersey-brochure.pdf?sc_lang=en,,,"Largest rooftop solar installation of any data center in North America (18,000+ modules, 7.2MW on-site); 100% renewable energy matching; customers save 30-40% vs NYC data centers; PUE as low as 1.2","Operations staff for 830,000 SF facility; 180+ customer ecosystem",Not specified,Not specified,Iron Mountain careers with comprehensive benefits; serves 95% of Fortune 1000,"Serves entire Northeast corridor (NY, Philadelphia, Boston, DC); cloud on-ramps to AWS, Azure, Google Cloud; modular solutions for rapid deployment; TIA-942 certified",None reported,No,https://www.ironmountain.com/data-centers/locations/new-jersey-data-center ; https://www.datacenters.com/iron-mountain-nje-1-new-jersey,,,
Centersquare ATL1,Centersquare (formerly Evoque),Operational,,28,243000,,,Fulton,GA,33.74416329,-84.58117278,https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-ATL-SpecSheet.pdf,,,"Energy Star Certified facility; part of Atlanta's thriving tech sector with 13,000+ tech companies; Atlanta Tech Village is 4th largest tech hub in US",Data center operations and maintenance positions,Not specified,Not specified,Centersquare/Csquare careers across 80 data center locations in 30 markets,"7,000+ miles of fiber in Atlanta metro; major network routes to DC, Dallas, Miami; 25 min from Hartsfield Atlanta International Airport; outside 300-year flood zone",None reported,No,https://baxtel.com/data-center/centersquare-atl1 ; https://www.datacenters.com/centersquare-atl1-atlanta-campus,,,
Chirisa Technology Parks: CTP01,Chirisa Technology Parks,Operational,,28,250000,350,600000000,Chesterfield,VA,37.35990563,-77.32691513,https://www.datacenterdynamics.com/en/news/blue-owl-led-jv-secures-750m-to-build-out-data-centers-for-coreweave/,,,Chesterfield County Board Chair praised 'measurable positive impact on economic development'; partnering with county to source water from local reclaimed water system; proprietary cooling doubles efficiency vs air-cooled,"800-1,200 jobs expected over 5-7 years spanning design, construction, safety, operations, administration","Over 1,000 construction workers employed during current phase",Not specified,"Jobs across multiple skill levels in technical expertise, data center operations, construction management",300MW secured power from adjacent Dominion Energy substation; I-95 corridor connectivity; transforming former CapitalOne campus,None reported,No,https://chirisatechnologyparks.com/chirisa-technology-parks-and-powerhouse-data-centers-to-launch-next-generation-hyperscale-campus-in-chesterfield-county/ ; https://chesterfieldbusinessnews.com/2024/2-billion-data-center-project-celebrates-construction-milestones-in-meadowville-technology-park/,,,
QTS Ashburn 1 DC1,QTS,Operational,,28,,55,,Loudoun,VA,38.99950971,-77.45058443,https://qtsdatacenters.com/data-centers/ashburn-1/,https://qtsdatacenters.com/data-centers/ashburn-1/,,QTS Ashburn team won 'Loudoun Cares Award' for volunteerism with Loudoun Hunger Relief; 20%+ of workforce are military veterans; Military Times recognized as veteran-friendly employer,Critical operations technician and engineer positions; 24/7 operations staffing,Not specified,20%+ of workforce has served in military,QTS 'Powered by People' culture; comprehensive compensation and benefits; monthly employee recognition; career development programs,Data Center Alley location with exceptional connectivity; world's largest concentration of data centers,None reported,No,"https://qtsdatacenters.com/us-locations/ ; https://www.glassdoor.com/Reviews/QTS-Ashburn-Reviews-EI_IE293688.0,3_IL.4,11_IC1130338.htm",,,
YLO-01 &amp; 02,Chirisa Technology Parks,Operational,,28,200000,50,262000000,Lake,IL,42.323887,-88.14764574,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/aboutdceo/reportsrequiredbystatute/2023-data-centers-annual-report.pdf,https://chirisatechnologyparks.com/,,"Part of CTP's 400MW+ expansion across Virginia, Illinois, Washington, New Jersey; sustainability as core business component; positive community and environmental impact commitment",Construction and operations jobs; skilled technical positions,"Part of CTP's 1,000,000+ SF development pipeline",Not specified,"CTP and PowerHouse Data Centers partnership creating employment across design, construction, operations",Chicago market connectivity; Illinois Data Center Investment Program eligibility,None reported,No,https://chirisatechnologyparks.com/major-150mw-expansion-initiatives-across-the-usa-3/ ; https://chirisatechnologyparks.com/,,,
Centersquare LAX4,Centersquare (formerly Evoque),Operational,,28,288583,,,Los Angeles,CA,33.92440435,-118.3207229,https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-LAX-SpecSheet.pdf,,,Part of Centersquare's 80 data center portfolio following Brookfield acquisition of Cyxtera/Evoque,Operations and technical positions; customer support roles,Not specified,Not specified,Centersquare careers across North America; comprehensive colocation services team,Los Angeles market connectivity; proximity to major business centers; diverse carrier ecosystem,None reported,No,https://www.csquare.com/data-centers/ ; https://centersquaredc.com/careers,,,
QTS Ashburn 1 DC2,QTS,Under Construction,2026,28,,23,,Loudoun,VA,38.99840892,-77.44885223,https://qtsdatacenters.com/data-centers/ashburn-1/,,,ChemTreat Power of Water Award recognition for water efficiency innovation; QTS volunteer partnership with Loudoun Hunger Relief packing Thanksgiving dinner bags,Critical operations technician and engineer positions; rapidly scaling with demand,Not specified,20%+ of workforce are military veterans,QTS Powered by People culture; comprehensive benefits; veteran support; career development and recognition programs,Trail segment connecting to community paths along QTS property; Loudoun County/Data Center Alley connectivity,None reported,No,https://qtsdatacenters.com/join-our-team/ ; https://qtsdatacenters.com/us-locations/,,,
Edged ATL01-01,Edged,Operational,,27,206000,52,,Fulton,GA,33.80026374,-84.43806548,https://www.edged.us/atlanta,,,$70M in tax revenue over 10 years; $1.69B economic investment; millions for Atlanta public schools and city services; ThermalWorks waterless cooling saves 664M gallons/year; brownfield redevelopment of vacant Tilford Yard,Hundreds of permanent jobs across operations and administration,Hundreds of construction jobs,Student outreach program focusing on empowering women and minorities; creating diverse candidate pool,Education program about sustainable infrastructure careers; focus on women/minorities; middle/high school engagement through Endeavour Foundation,Transforming vacant 80+ acre brownfield into digital hub; zero water for cooling; Tier 4 Final generators reduce emissions 99%; first Edged data center in North America,None reported,No,https://www.prnewswire.com/news-releases/edged-data-centers-celebrates-grand-opening-of-new-ultra-efficient-sustainable-data-center-in-atlanta-302228778.html ; https://www.datacenterfrontier.com/site-selection/article/55137075/edged-data-centers-opens-first-ultra-efficient-north-american-data-center-in-atlanta,,,
CyrusOne DFW2,CyrusOne,Operational,2023,26.5,200000,,,Dallas,TX,33.00225201,-97.00016894,https://www.cyrusone.com/data-centers/north-america/lewisville-texas,,,"CyrusOne committed to workforce development, STEM education, and community partnerships; environmental initiatives; volunteer programs with paid time off","Texas employs 47,856+ in data centers (10% of US workforce); 38% increase 2018-2024; operations and engineering positions",Not specified,Not specified,Community engagement through volunteer programs; workforce development partnerships; STEM education initiatives; paid volunteer time off,Lewisville location in Technology Convergence Center; 9 min from DFW Airport; redundant power from two independent grids; high-efficiency cooling,None reported,No,https://www.cyrusone.com/commitments/communities ; https://www.cyrusone.com/data-centers/north-america/lewisville-texas,,,
NTT Sacramento CA2,NTT,Operational,,26.1,87855,,,Sacramento,CA,38.65047577,-121.4894321,https://services.global.ntt/-/media/ntt/global/insights-and-resources/data-sheets/sacramento-ca2-data-sheet.pdf?rev=eeecc5529e374e81adf3c8548778d021,,,LEED Gold certified and EPA ENERGY STAR rated facility; 100% green energy powered; largest data center campus in California (52.7MW total); low-cost power compared to Bay Area; more seismically stable location than Silicon Valley,"Data center technician, security, facilities engineer, and operations manager positions at 24/7 facility",Not specified,Not specified,NTT DATA careers emphasizing diversity and inclusion; comprehensive benefits; training and development programs; making a difference to clients and society,Multiple Tier 1 carriers; carrier-neutral with two diverse fiber entry points; 100% uptime SLA; renewable energy options; N+1 distributed redundant electrical systems,None reported,No,https://services.global.ntt/en-us/services-and-products/global-data-centers/global-locations/americas/sacramento-ca-2-data-center ; https://www.datacenters.com/ntt-global-ca3-sacramento,,,
SkyBox Houston 1,Skybox,Operational,2025,26,96129,,,Harris,TX,29.8029255,-95.7558216,https://www.skyboxdatacenters.com/locations/skybox-houston,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023019324,,Purpose-built high-density data center; DoubleDense technology for critical loads; serves rapidly growing energy sector in Houston market; part of Texas data center boom with 38% job growth 2018-2024,"Operations staff for 24/7 facility; Texas data centers support 47,856 jobs statewide",Not specified,Not specified,"Skybox benefits include bonus program, 401k Safe Harbor with company match, medical/dental/vision, disability/life insurance, paid parental leave, PTO",Adjacent 300 MVA substation with dual feed underground utility; ultra-low latency to Houston I-10 fiber backbone; Premium Rollover Service for power reliability; 190+ mph wind-resistant 6-inch concrete roof deck,None reported,No,https://www.skyboxdatacenters.com/locations/skybox-houston ; https://www.axios.com/local/houston/2025/03/13/texas-data-center-jobs-employment-microsoft,,,
Edged Kansas City,Edged,Operational,2024,26,124000,50,143000000,Jackson,MO,39.15634987,-94.46434269,https://www.edged.us/kansas-city,https://www.datacenterdynamics.com/en/news/edged-launches-26mw-kansas-city-data-center-in-missouri/,,$143M initial economic investment; zero water for cooling; 74% less energy than conventional facilities; saves 95M gallons water annually; Mayor Quinton Lucas praised strengthening KC's position in digital infrastructure; Governor Parson commended creating jobs and driving economic growth,High-paying tech jobs; operations and technical positions,Construction jobs during build-out,Not specified,"Partnership with EDCKC, Kansas City Area Development Council, Missouri Partnership, Missouri DED; careers in technical expertise, data center operations",Evergy and Spire utility partnerships; near downtown KC; central location with reliable power and fiber connectivity; coast-to-coast high-speed connections,None reported,No,https://ded.mo.gov/press-room/edged-data-centers-opens-new-data-center-kansas-city-investing-more-143-million ; https://edckc.com/edged-data-center/,,,
Richardson Data Center,KDC Real Estate Development,Operational,2019,25,130000,,12000000,Dallas,TX,32.9843266,-96.69648433,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB9805926,https://kdc.com/our-work/richardson-data-center,,10-year 50% business personal property tax abatement from City of Richardson; located in Richardson Telecom Corridor with highest concentration of data centers in Texas; Mayor Voelker praised as 'continued significant investment' supporting telecommunications innovation legacy,"Data center operations and IT positions; part of DFW market employing 47,856 data center workers in Texas",Not specified,Not specified,"KDC has developed over $14B in projects over 35 years; supports workforce through major client partnerships (State Farm, Blue Cross Blue Shield, etc.)",On-site electrical substation owned by ONCOR; 20+ network fiber carriers; 190 MPH wind resistant design; located near KDC's CityLine 186-acre mixed-use development,None reported,No,https://kdc.com/our-work/richardson-data-center ; https://kdc.com/news/kdc-announces-development-of-new-130-000-sf-powered-shell-data-center-in-richardson-texas,,,
COL5,Cologix,Under Construction,2026,25,135000,28,,Franklin,OH,40.1907716,-83.01126619999998,https://cologix.com/data-centers/columbus/col5/,,,$1B+ investment in Lewis Center/Delaware County; part of Ohio technology boom tripling data center growth since 2011; Community Reinvestment Act property tax breaks; sales tax exemption for construction materials; JobsOhio praised as continuing Ohio's strong momentum,15+ additional jobs per major expansion; 39 total employees at Columbus campus;,"19,400 construction jobs statewide in data center sector",Not specified,Cologix careers emphasizing culture and inclusion; leadership team 50% women; positions across 12 markets,AI-ready facility; 50MW power across three data halls; connected to Ohio IX internet exchange; 50+ unique networks; AWS Direct Connect and Google Cloud Platform onramps; diverse fiber ring,None reported,No,https://cologix.com/data-centers/columbus/col5/ ; https://finance.yahoo.com/news/data-center-operator-starts-1-100054748.html,,,
Centersquare EWR2,Centersquare (formerly Evoque),Operational,,24.6,432259,,,Hudson,NJ,40.76078229,-74.02582243,https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-EWR-SpecSheet.pdf,,,"802,397 sq ft campus; less than 10 miles from NY Financial District; outside 100-year flood zone; part of Brookfield portfolio following Cyxtera acquisition; serves world's financial hub","Operations, technical, and customer support positions",Not specified,Not specified,Centersquare/Csquare careers across 80 data center locations in 30 markets,Fiber-linked campus; Level III Ballistic Protection on walls/doors/windows; 5 miles from Midtown Manhattan; 15 miles from Newark International Airport; multiple carrier options,None reported,No,https://www.datacenters.com/centersquare-ewr2-weehawken-campus ; https://www.datacentermap.com/usa/new-jersey/hudson-county/cyxtera-ewr2/,,,
Stark Infrastructure POR03A,Stack Infrastructure,Operational,,24,182000,55,,Washington,OR,45.5542135,-122.9378603,https://www.stackinfra.com/locations/americas/portland/por03/,,,No sales tax (Oregon state law); no property tax in enterprise zone; up to $2M/year income tax credit in e-commerce zone; part of STACK's 200MW Portland campus; 100% uptime since inception,"Data center technicians, engineers, operations roles; STACK invests in employee career development","Peak employment during construction exceeds 1,000 jobs for major STACK projects",Not specified,"STACK careers with competitive compensation, comprehensive healthcare, wellness programming, rewards/recognition, career development commitment","180,000 sq ft; seismically reinforced (FEMA 356 Essential Facility); trans-Pacific subsea cable access; 17ms RT to San Jose, 3.5ms to Seattle; 100% economized cooling capacity",None reported,No,https://www.stackinfra.com/locations/americas/portland/ ; https://www.datacentermap.com/usa/oregon/portland/fortune-oregon/,,,
EdgeConneX CHI01,EdgeConneX,Operational,,24,282000,,,Cook,IL,42.00083224,-87.95104381999998,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/aboutdceo/reportsrequiredbystatute/2023-data-centers-annual-report.pdf,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/aboutdceo/reportsrequiredbystatute/2023-data-centers-annual-report.pdf,,ENERGY STAR certified; UL 2799 Landfill Diversion certification; $210M investment in CHI02 expansion; Cook County Class 6B property tax exemption; Microsoft anchor tenant,"Operations, engineering, and customer support positions at 24/7 facility","Construction jobs for 167,000 sq ft CHI02 expansion",Not specified,"EdgeConneX careers emphasizing vibrant culture, exceptional benefits, growth opportunities; offices in Herndon, Denver, Amsterdam","282,000 sq ft raised floor; carrier-neutral platform; EdgeOS real-time visibility system; 25 miles from Downtown Chicago; Elk Grove Village location",None reported,No,https://www.edgeconnex.com/locations/americas/chicago-il/ ; https://www.datacenterdynamics.com/en/news/edgeconnex-developing-22mw-data-center-in-elk-grove-granted-property-tax-break/,,,
Edged DFW Data Center,Edged,Operational,2024,24,162543,,35000000,Dallas,TX,32.81776037,-96.91783569,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023026611,https://www.datacenterdynamics.com/en/news/edged-launches-24mw-texas-data-center/,,Zero water for cooling; 74% less energy than conventional facilities; saves 95M gallons water annually; Mayor Rick Stopfer praised investment and recognition of Irving as strategic location; Irving City Council voted unanimously in support; catalyzes South Irving development,Operations and technical positions;,Construction jobs during build-out,Beth Bowman praised Irving's skilled workforce and talent pool,"Partnership with Irving Economic Development Partnership (IEDP); careers across design, construction, operations",505 N Wildwood Drive location; Tier III concurrently maintainable design; 100% uptime SLA; ThermalWorks waterless cooling; Tier 4 Final generators reduce emissions 99%; Oncor utility partner,None reported,No,https://www.datacenterdynamics.com/en/news/edged-launches-24mw-texas-data-center/ ; https://www.edged.us/news/edged-dallas-irving,,,
Stark Infrastructure CHI01B,Stack Infrastructure,Operational,,24,202000,,,Cook,IL,42.00686654,-87.96658492,https://www.stackinfra.com/locations/americas/chicago/chi01/,,,Part of Illinois data center boom with state tax exemptions; Illinois' 2019 legislation exempts equipment taxes for 10 years; 20% tax credit on construction wages in underserved areas; $4.5B+ private investment generated statewide,Data center operations and engineering positions; Illinois data centers created 370+ jobs per DCEO,Construction jobs for multi-phase development,Not specified,"STACK careers with competitive compensation, comprehensive healthcare, wellness programming, career development",Chicago connectivity hub; reliable ComEd power ranked top 10% nationally; access to 100% renewable energy options; robust fiber infrastructure,None reported,No,https://www.stackinfra.com/about/careers/ ; https://www.choosedupage.com/business-climate/tax-incentives-other-advantages-make-dupage-a-goldilocks-zone-for-data-centers/,,,
Stark Infrastructure SVY01D,Stack Infrastructure,Planned,,24,300000,,,Santa Clara,CA,37.40277695,-121.8954328,https://www.stackinfra.com/locations/americas/silicon-valley/svy01/,,,Part of STACK's Silicon Valley presence serving world's largest tech companies; supports hyperscale and enterprise clients; commitment to 100% clean energy and carbon reduction,Technical and operations positions in Silicon Valley market,Not specified,Not specified,"STACK careers emphasizing diversity, career development, growth opportunities; comprehensive benefits",Silicon Valley connectivity; proximity to major tech headquarters; commitment to efficient water use and 'purple pipe' programs,None reported,No,https://www.stackinfra.com/about/ ; https://www.stackinfra.com/about/careers/,,,
Stark Infrastructure POR03D,Stack Infrastructure,Planned,,24,180000,,,Washington,OR,45.55286442,-122.9378985,https://www.stackinfra.com/wp-content/uploads/2024/10/POR03D-Brochure_Web.pdf,,,Oregon no sales tax; enterprise zone property tax exemption; e-commerce zone income tax credits; second-lowest data center tax in US; Portland emerged as Pacific Northwest hot market,"Data center operations, technician, engineer roles","Peak construction employment exceeds 1,000 for major STACK projects",Not specified,STACK formal training and development programs; career journey enabling opportunity and growth,"Access to trans-Pacific subsea cables (FASTER, TPE, TGN, Hawaiki, New Cross Pacific); low seismic threat; renewable energy from Oregon grid",None reported,No,https://www.datacenterfrontier.com/special-reports/article/11429002/portland-emerges-as-the-hot-data-center-market-for-the-pacific-northwest ; https://baxtel.com/data-center/stack-portland-por03,,,
CyrusOne AUS3,CyrusOne,Operational,2015,24,172000,,,Denton,TX,30.20705161,-97.70094675,https://www.cyrusone.com/data-centers/north-america/austin-texas,,,"Part of CyrusOne's commitment to workforce development, STEM education, community partnerships; environmental initiatives; volunteer programs with paid time off; located in Met Center business park","Operations, technical, and administrative positions; CyrusOne employs across Texas facilities",Not specified,Not specified,CyrusOne volunteer programs; STEM education partnerships; workforce development initiatives; paid volunteer time off,"172,000 sq ft; up to 18MW power; 25,000+ sq ft Class A office space; 7 minutes from Austin-Bergstrom Airport; no single point of failure design",None reported,No,https://www.cyrusone.com/data-centers/north-america/austin-texas ; https://www.cyrusone.com/commitments/communities,,,
Edged Columbus,Edged,Planned,,24,,14,,Franklin,OH,40.10508503,-82.81610293999998,https://www.edged.us/columbus,,,Part of Ohio data center boom with $3.7B GDP contribution since 2017; $2.5B in state/local tax incentives 2017-2024; Ohio ranked 4th largest data center market globally; JobsOhio support,,,Edged student outreach programs focusing on women and minorities,Think Big Spaces in schools (AWS model); STEM education; fiber splicing certification programs at vocational schools,"New Albany area location; waterless cooling system; connection to Ohio's digital infrastructure ecosystem; AWS, Google, Meta, Microsoft all operating nearby",None reported,No,https://www.jobsohio.com/industries/technology/ohio-powers-data-centers ; https://signalohio.org/data-centers-have-claimed-2-5-billion-in-tax-breaks-since-2017-report-says/,,,
Edged Chicago ORD01-1,Edged,Planned,,24,210000,65,,DuPage,IL,41.80687597,-88.24086215,https://www.datacenterdynamics.com/en/news/edged-launches-first-phase-of-96mw-chicago-data-center-campus/,,,Saves 380M gallons water annually at full buildout; zero water for cooling; Mayor Richard Irvin praised as 'significant milestone bringing economic and employment opportunities'; transforms underutilized site into next-generation IT hub,Operations and technical jobs; Illinois data centers employ 370+ workers per DCEO,Construction jobs for 96MW three-building campus,Not specified,ComEd creating local jobs; partnership with City of Aurora economic development community,"210,000 sq ft first building; ThermalWorks waterless cooling; PUE 1.15 portfolio-wide; 35 minutes from downtown Chicago; ComEd utility partner; up to 200kW per rack with liquid cooling",None reported,No,https://www.datacenterdynamics.com/en/news/edged-launches-first-phase-of-96mw-chicago-data-center-campus/ ; https://www.edged.es/news/edged-opens-new-data-center-to-power-chicagos-ai-boom,,,
TRG Houston Data Center,TRG,Operational,2022,24,150000,10,,Harris,TX,30.06610536,-95.45919424,https://www.trgdatacenters.com/wp-content/uploads/2024/10/TRG-Datacenters-Houston-Data-Center-Spec-Sheet.pdf,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022008436,,100% uptime track record since 2018; only data center in Houston with indoor generators; lowest power pricing in region ($0.055/kWh vs $0.10+ national average); purpose-built for continuous uptime; Tallvine Partners investment for US expansion,"Operations, technical, and engineering positions at 24/7 facility","Construction jobs for HOU2 110,000 sq ft expansion",Not specified,TRG careers welcoming industry professionals and those interested in industry; consultative customer approach,"45,000 sq ft HOU1 facility; 2N+1 distributed redundancy; 16 on-campus carriers including Megaport IX; 500-count wholesale fiber; free lifetime cross-connects; water-free cooling; outside flood risk zones",None reported,No,https://www.trgdatacenters.com/infrastructure/houston-data-center/ ; https://www.datacenterdynamics.com/en/news/trg-breaks-ground-on-24mw-data-center-in-houston-texas/,,,
Stark Infrastructure POR03C,Stack Infrastructure,Planned,,24,180000,,,Washington,OR,45.5542403,-122.9407565,https://www.stackinfra.com/locations/americas/portland/por03/,,,Enterprise Zone: up to 100% property tax abatement for 5 years; No state sales tax; Trans-Pacific subsea cable access; 200MW campus capacity; $4B green financing secured; Part of 55-acre sustainable campus,"Operations, engineering, technicians","1,000+ peak for major STACK projects",Not specified,Not specified,"180,000 sq ft per building; 24MW phases; Access to trans-Pacific subsea cables; Wave fiber ring connection",None reported,No,STACK corporate; Baxtel; Data Center Frontier; GlobeNewswire,,,
Stark Infrastructure POR03B,Stack Infrastructure,Operational,,24,180000,,,Washington,OR,45.55424923,-122.939353,https://www.stackinfra.com/locations/americas/portland/por03/,,,Enterprise Zone: up to 100% property tax abatement for 5 years; No state sales tax; Part of 84MW flagship Portland campus; 100% renewable energy across STACK Portland facilities,"Operations, engineering, technicians","1,000+ peak for major STACK projects",Not specified,Not specified,"180,000 sq ft; 24MW capacity; Less than 0.5 mile from PGE Shute Substation",None reported,No,STACK corporate; DCD; Baxtel,,,
ColoCrossing: LA01,ColoCrossing,Operational,2025,22.5,733000,,,Los Angeles,CA,34.05120743,-118.2662842,https://www.datacenterdynamics.com/en/news/colocrossing-launches-la1-facility-in-los-angeles/,,,"GPU compute-ready infrastructure; 50,000 sq ft facility; 27MW power capacity; Ultra-low latency connectivity to Asia/Pacific; SSAE 16 Type 1 certified","Operations, network operations center staff",Not specified,Not specified,Not specified,Connectivity to One Wilshire and 600 W 7th St interconnection hubs; 5 diverse fiber entry points; 40 Gbps backbone capacity,None reported,No,ColoCrossing corporate; DCD; DataCenters.com; DataCenterMap,,,
Douglasville 1 data center,Flexential,Operational,,22.5,205000,,,Douglas,GA,33.7293051,-84.6218375,https://www.flexential.com/data-centers/ga/atlanta/douglasville-data-center,,,"Part of Douglas County data center ecosystem (5 operating, 2 more expected); Water-free design (WUE=0); Sustainable Gen 5 design; Low PUE",Part of Douglas County's data center employment base,Not specified,Focus on 'quality over quantity' jobs (Douglas County policy),County partnership with West Georgia Technical College on training,"205,000 sq ft facility; 22.5MW critical power; 25MW total cooling",None reported,No,Flexential corporate; Douglas County Sentinel; DataCenters.com,,,
